id,status_group
64740,functional needs repair
58717,non functional
55443,functional
23964,functional
37205,non functional
29778,functional needs repair
54227,non functional
9695,functional
34371,functional
47302,non functional
46403,functional
52259,functional
9911,functional
26628,functional
40536,functional
28371,functional needs repair
37074,functional
55929,non functional
72682,functional
33117,non functional
18829,non functional
68993,non functional
58106,functional
26790,functional
34123,functional
47787,functional
53347,functional
1269,non functional
7356,functional
69467,non functional
26997,non functional
58420,non functional
61085,non functional
58462,functional
27322,non functional
67948,non functional
49125,functional
51006,non functional
452,functional
27314,functional
24194,non functional
38219,functional
13594,non functional
9038,functional
54652,functional
25406,non functional
48618,non functional
44523,non functional
48348,functional
32324,non functional
34113,non functional
14378,functional
32961,functional needs repair
36868,functional
2814,functional
49386,non functional
20562,functional
22957,functional
69888,functional
52062,non functional
12067,functional
70477,functional
50323,non functional
32714,functional
18490,functional
32867,non functional
53012,functional
27132,functional
54048,functional
17976,functional
23740,functional
20673,functional
12950,non functional
66073,non functional
1995,non functional
69979,functional
42096,non functional
27633,functional needs repair
56065,functional
14756,non functional
48088,non functional
16408,non functional
22866,functional
48804,non functional
38070,non functional
6412,functional
38067,functional
46729,functional needs repair
65021,functional
58135,functional
62073,non functional
27230,non functional
12037,functional
17682,non functional
66022,non functional
28280,non functional
65193,non functional
67134,functional
25315,non functional
49675,functional
70235,non functional
7414,non functional
34153,non functional
69142,functional
53368,functional
19206,functional
73751,functional
8088,functional
42196,non functional
44708,non functional
27889,non functional
46473,functional
51564,non functional
991,functional
23979,functional
24417,functional
56653,non functional
17744,functional
44029,non functional
2984,non functional
54453,non functional
55428,functional
9151,functional
9497,functional
31692,functional
65733,functional
11993,non functional
19521,non functional
28209,functional
10057,non functional
24918,non functional
70789,functional
15544,functional needs repair
15466,functional
5145,non functional
50721,functional
31271,non functional
12465,non functional
39553,functional
13934,non functional
56760,functional
51920,functional needs repair
68172,functional
60152,functional needs repair
49995,functional
34740,non functional
52037,functional needs repair
42541,functional
11856,non functional
69950,functional
4140,functional needs repair
4674,non functional
66702,functional
34048,non functional
56741,functional
33034,functional
60855,functional
71493,functional
6606,non functional
30830,non functional
31187,functional
44742,functional
63308,functional
20839,functional
59175,functional
43357,non functional
13492,non functional
11707,non functional
24263,non functional
18212,non functional
23932,functional
16168,non functional
13735,non functional
5226,functional
3663,non functional
8722,functional
59759,functional needs repair
49308,non functional
11612,functional
24050,non functional
39215,functional
50166,non functional
27628,functional
69178,functional
30036,functional
4626,non functional
59282,functional
38501,functional needs repair
262,functional
45574,non functional
20860,functional
58762,non functional
66937,non functional
47198,functional needs repair
30447,functional
56340,functional
69175,functional
37227,non functional
25451,functional
50667,non functional
72331,non functional
30599,functional
71335,non functional
51236,non functional
22817,functional
26973,functional
19819,functional
67178,non functional
36059,functional
11965,non functional
13927,non functional
1619,functional
63115,functional
38549,non functional
328,functional
57574,functional
61645,non functional
39130,non functional
66868,functional
52119,non functional
2215,non functional
30164,non functional
25644,non functional
56625,non functional
63408,functional
23588,functional
22434,non functional
54926,functional
